2.166666666666667851e+00 3.464101615137754386e+00
5.166666666666666075e+00 2.309401076758502924e+00
1.833333333333333037e+00 3.464101615137754386e+00
5.333333333333333925e+00 2.020725942163689837e+00
5.333333333333333925e+00 2.598076211353316012e+00
3.666666666666666519e+00 4.330127018922192761e+00
5.833333333333333925e+00 1.154700538379251462e+00
5.833333333333333925e+00 1.732050807568877193e+00
3.666666666666666519e+00 8.660254037844385966e-01
4.833333333333333925e+00 0.000000000000000000e+00
6.666666666666660745e-01 3.752776749732567474e+00
2.666666666666667851e+00 2.886751345948130876e-01
6.666666666666660745e-01 1.443375672974064328e+00
5.666666666666666075e+00 3.752776749732567474e+00
5.333333333333333925e+00 3.752776749732567474e+00
5.666666666666666075e+00 8.660254037844385966e-01
5.666666666666666075e+00 4.907477288111818936e+00
4.333333333333333037e+00 4.330127018922192761e+00
5.833333333333333925e+00 2.886751345948128655e+00
4.833333333333333925e+00 3.464101615137754386e+00
5.166666666666666075e+00 0.000000000000000000e+00
4.333333333333333037e+00 2.886751345948130876e-01
5.666666666666666075e+00 2.886751345948130876e-01
3.333333333333339255e-01 4.907477288111818936e+00
2.833333333333332149e+00 4.041451884327379673e+00
4.833333333333333925e+00 -5.773502691896257311e-01
2.333333333333332149e+00 4.907477288111818936e+00
1.166666666666666963e+00 4.041451884327379673e+00
1.666666666666660745e-01 5.773502691896257311e-01
6.666666666666660745e-01 8.660254037844385966e-01
5.833333333333333925e+00 3.464101615137754386e+00
1.666666666666660745e-01 0.000000000000000000e+00
1.333333333333333037e+00 8.660254037844385966e-01
5.333333333333333925e+00 4.330127018922192761e+00
1.833333333333333037e+00 0.000000000000000000e+00
1.666666666666666963e+00 4.907477288111818936e+00
5.833333333333333925e+00 4.041451884327379673e+00
3.666666666666666519e+00 2.886751345948130876e-01
5.166666666666666075e+00 -5.773502691896257311e-01
5.333333333333333925e+00 4.907477288111818936e+00
3.833333333333333481e+00 4.041451884327379673e+00
3.166666666666666519e+00 4.041451884327379673e+00
1.666666666666660745e-01 4.041451884327379673e+00
8.333333333333339255e-01 4.041451884327379673e+00
5.333333333333333925e+00 8.660254037844385966e-01
1.166666666666666963e+00 0.000000000000000000e+00
5.166666666666666075e+00 3.464101615137754386e+00
8.333333333333339255e-01 5.773502691896257311e-01
5.833333333333333925e+00 -5.773502691896257311e-01
5.166666666666666075e+00 4.041451884327379673e+00
3.333333333333333481e+00 2.886751345948130876e-01
3.333333333333339255e-01 1.443375672974064328e+00
4.166666666666666963e+00 -5.773502691896257311e-01
2.333333333333332149e+00 2.886751345948130876e-01
3.833333333333333481e+00 -5.773502691896257311e-01
4.666666666666666075e+00 2.886751345948130876e-01
8.333333333333339255e-01 0.000000000000000000e+00
5.666666666666666075e+00 4.330127018922192761e+00
5.333333333333333925e+00 2.886751345948130876e-01
2.166666666666667851e+00 4.041451884327379673e+00
3.333333333333339255e-01 8.660254037844385966e-01
1.666666666666666963e+00 8.660254037844385966e-01
1.333333333333333037e+00 4.907477288111818936e+00
6.666666666666660745e-01 4.907477288111818936e+00
5.166666666666666075e+00 2.886751345948128655e+00
5.833333333333333925e+00 0.000000000000000000e+00
4.166666666666666963e+00 3.464101615137754386e+00
1.833333333333333037e+00 4.041451884327379673e+00
4.666666666666666075e+00 4.330127018922192761e+00
3.333333333333339255e-01 -2.886751345948130876e-01
3.666666666666666519e+00 -2.886751345948130876e-01
1.333333333333333037e+00 5.484827557301444223e+00
6.666666666666660745e-01 5.484827557301444223e+00
6.666666666666660745e-01 2.886751345948130876e-01
4.666666666666666075e+00 -2.886751345948130876e-01
1.833333333333333037e+00 4.618802153517005848e+00
4.833333333333333925e+00 4.041451884327379673e+00
4.166666666666666963e+00 4.618802153517005848e+00
3.833333333333333481e+00 4.618802153517005848e+00
4.333333333333333037e+00 -2.886751345948130876e-01
8.333333333333339255e-01 4.618802153517005848e+00
1.666666666666666963e+00 5.484827557301444223e+00
4.833333333333333925e+00 -1.154700538379251462e+00
5.166666666666666075e+00 -1.154700538379251462e+00
3.333333333333339255e-01 5.484827557301444223e+00
5.166666666666666075e+00 4.618802153517005848e+00
6.666666666666660745e-01 -2.886751345948130876e-01
5.833333333333333925e+00 -1.154700538379251462e+00
2.166666666666667851e+00 4.618802153517005848e+00
5.333333333333333925e+00 -2.886751345948130876e-01
5.833333333333333925e+00 4.618802153517005848e+00
1.666666666666660745e-01 4.618802153517005848e+00
4.833333333333333925e+00 4.618802153517005848e+00
1.666666666666666963e+00 2.886751345948130876e-01
1.333333333333333037e+00 2.886751345948130876e-01
4.166666666666666963e+00 4.041451884327379673e+00
5.666666666666666075e+00 -2.886751345948130876e-01
3.333333333333339255e-01 2.886751345948130876e-01
1.166666666666666963e+00 4.618802153517005848e+00
1.166666666666666963e+00 5.196152422706632024e+00
5.333333333333333925e+00 -8.660254037844383745e-01
5.666666666666666075e+00 -8.660254037844383745e-01
1.666666666666660745e-01 5.196152422706632024e+00
4.666666666666666075e+00 -8.660254037844383745e-01
2.166666666666667851e+00 5.196152422706632024e+00
4.833333333333333925e+00 -1.732050807568876749e+00
8.333333333333339255e-01 5.196152422706632024e+00
4.333333333333333037e+00 -8.660254037844383745e-01
5.166666666666666075e+00 -1.732050807568876749e+00
3.333333333333339255e-01 6.062177826491070398e+00
1.333333333333333037e+00 6.062177826491070398e+00
5.833333333333333925e+00 -1.732050807568876749e+00
6.666666666666660745e-01 6.062177826491070398e+00
1.833333333333333037e+00 5.196152422706632024e+00
6.666666666666660745e-01 6.639528095680695685e+00
3.333333333333339255e-01 6.639528095680695685e+00
4.666666666666666075e+00 -1.443375672974064550e+00
5.333333333333333925e+00 -1.443375672974064550e+00
5.666666666666666075e+00 -1.443375672974064550e+00
1.166666666666666963e+00 5.773502691896257311e+00
1.666666666666660745e-01 5.773502691896257311e+00
8.333333333333339255e-01 5.773502691896257311e+00
8.333333333333339255e-01 6.350852961085882598e+00
5.666666666666666075e+00 -2.020725942163690725e+00
1.166666666666666963e+00 6.350852961085882598e+00
5.333333333333333925e+00 -2.020725942163690725e+00
1.666666666666660745e-01 6.350852961085882598e+00
